iyear,country_txt,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,gname,nkill,nwound
1983,Guatemala,El Palmar,14.364182,-90.204795,,Unknown,Military,Unknown,14,12
1983,Haiti,Port-au-Prince,18.527716,-72.33284,,Bombing/Explosion,Government (General),Hector Rio De Brigade,4,9
1983,El Salvador,Tecoluca,13.536835,-88.780584,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),9,11
1983,El Salvador,Guadalupe,,,,Bombing/Explosion,Business,Unknown,5,17
1983,Guatemala,Pochuta,14.55,-91.083333,,Unknown,Military,Unknown,8,5
1983,Peru,Pampa Cangallo,-13.557452,-74.195661,,Armed Assault,Private Citizens & Property,Shining Path (SL),20,7
1983,Lebanon,Chtaura,33.815732,35.853305,,Bombing/Explosion,Private Citizens & Property,Front for the Liberation of Lebanon from Foreigners,12,20
1983,Lebanon,Beirut,33.888523,35.503513,,Bombing/Explosion,Terrorists/Non-State Militia,Unknown,22,136
1983,Nicaragua,La Leona,11.15,-85.76667,,Armed Assault,Military,Contras,5,5
1983,El Salvador,Milingo,13.910182,-89.040471,,Armed Assault,Private Citizens & Property,Farabundo Marti National Liberation Front (FMLN),5,16
1983,El Salvador,Milingo,13.75,-89.16667,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),20,50
1983,El Salvador,Suchitoto,13.933732,-89.025836,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),37,40
1983,El Salvador,Meanguera,13.851327,-88.156206,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),31,5
1983,El Salvador,San Juan Nonualco,13.505945,-88.897676,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),5,5
1983,Nicaragua,Rancho Grande,13.22972,-85.55496,,Armed Assault,Private Citizens & Property,Nicaraguan Democratic Force (FDN),5,17
1983,Nicaragua,Chaguiton,13.65,-87.13333,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),30,10
1983,Lebanon,Beirut,33.888523,35.503513,,Bombing/Explosion,Government (Diplomatic),Hezbollah,63,120
1983,Peru,Llusita,-13.698608,-74.115842,,Armed Assault,Private Citizens & Property,Shining Path (SL),12,7
1983,Nicaragua,Escalera de Santa Cruz,,,,Armed Assault,Military,Democratic Revolutionary Alliance (ARDE),17,15
1983,Colombia,El Bagre,7.594178,-74.811951,,Armed Assault,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC),9,7
1983,South Africa,Pretoria,-25.748281,28.212069,,Bombing/Explosion,Military,African National Congress (South Africa),19,217
1983,Nicaragua,Jalapa,13.92403,-86.08498,,Armed Assault,Government (General),Nicaraguan Democratic Force (FDN),6,7
1983,El Salvador,Tenancingo,13.83553,-88.985462,,Armed Assault,Private Citizens & Property,Farabundo Marti National Liberation Front (FMLN),32,18
1983,Lebanon,Tripoli,34.438094,35.830837,,Armed Assault,Private Citizens & Property,Unknown,16,20
1983,Pakistan,Sukkur,27.706604,68.848197,,Armed Assault,Police,Unknown,8,8
1983,France,Paris,48.856644,2.34233,,Bombing/Explosion,Airports & Aircraft,Armenian Secret Army for the Liberation of Armenia,8,55
1983,Lebanon,Beirut,33.888523,35.503513,,Bombing/Explosion,Business,Unknown,6,15
1983,El Salvador,Sesori,13.719546,-88.360633,,Unknown,Private Citizens & Property,Left-Wing Guerrillas,8,15
1983,Nicaragua,Unknown,13.193481,-84.072455,,Armed Assault,Military,Democratic Revolutionary Alliance (ARDE),48,12
1983,Angola,Benguela,-12.590426,13.416202,,Bombing/Explosion,Transportation,National Union for the Total Independence of Angola (UNITA),77,319
1983,Peru,San Jose de Secce,-12.57906,-74.228928,,Armed Assault,Military,Shining Path (SL),42,24
1983,Nicaragua,La Azucena,11.154461,-84.607354,,Armed Assault,Military,Democratic Revolutionary Alliance (ARDE),28,11
1983,Lebanon,Tripoli,34.438094,35.830837,,Bombing/Explosion,Religious Figures/Institutions,Unknown,24,50
1983,Lebanon,Baalbek,34.034916,36.227844,,Bombing/Explosion,Private Citizens & Property,Front for the Liberation of Lebanon from Foreigners,35,133
1983,El Salvador,Tejutepeque,13.85077,-88.90406,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),5,5
1983,El Salvador,Tecoluca,13.536835,-88.780584,,Bombing/Explosion,Transportation,Farabundo Marti National Liberation Front (FMLN),5,15
1983,El Salvador,Santa Tecla,13.676944,-89.279722,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),11,23
1983,Nicaragua,Jinotega district,13.130707,-85.971684,,Armed Assault,Transportation,Nicaraguan Democratic Force (FDN),12,6
1983,El Salvador,San Miguel,13.491242,-88.173134,,Armed Assault,Private Citizens & Property,Farabundo Marti National Liberation Front (FMLN),30,48
1983,Lebanon,Unknown,,,,Bombing/Explosion,Journalists & Media,Unknown,8,30
1983,El Salvador,Jucuaran,13.253889,-88.247778,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),4,30
1983,El Salvador,Jucuaran,13.253889,-88.247778,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),5,15
1983,Nicaragua,La Concordia,13.195382,-86.167644,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),15,20
1983,Nicaragua,Las Quebradas,,,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),30,10
1983,Peru,Tiaquiwa,,,,Armed Assault,Private Citizens & Property,Shining Path (SL),14,13
1983,Guatemala,Unknown,16.912033,-90.299578,,Bombing/Explosion,Military,Unknown,5,6
1983,Guatemala,Unknown,16.912033,-90.299578,,Armed Assault,Military,Unknown,5,10
1983,Philippines,Unknown,,,,Armed Assault,Military,New People's Army (NPA),46,8
1983,Nicaragua,Armenia,,,,Armed Assault,Military,Democratic Revolutionary Alliance (ARDE),10,5
1983,El Salvador,Unknown,13.6,-88.85,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),165,15
1983,Myanmar,Rangoon,16.887781,96.149559,,Bombing/Explosion,Religious Figures/Institutions,North Korean involvement commandos,21,50
1983,Nicaragua,Los Chiles,,,,Armed Assault,Military,Democratic Revolutionary Alliance (ARDE),44,11
1983,India,Delhi,28.690073,77.213982,,Bombing/Explosion,Business,Unknown,4,24
1983,India,Delhi,28.690073,77.213982,,Bombing/Explosion,Business,Unknown,4,24
1983,Peru,Ayacucho district,-14.31884,-74.378173,,Unknown,Police,Shining Path (SL),4,7
1983,Peru,Paucas,-9.152779,-76.899144,,Armed Assault,Police,Shining Path (SL),12,5
1983,Peru,Huisa,-13.063273,-74.227677,,Bombing/Explosion,Private Citizens & Property,Shining Path (SL),10,20
1983,Lebanon,Beirut,33.888523,35.503513,,Bombing/Explosion,Military,Hezbollah,241,75
1983,El Salvador,Santa Barbara,13.979407,-89.642816,,Unknown,Military,Unknown,13,10
1983,Nicaragua,Valle de Condega,13.36502,-86.39846,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),45,30
1983,Nicaragua,Unknown,11.478161,-84.773332,,Armed Assault,Military,Democratic Revolutionary Alliance (ARDE),14,16
1983,India,Unknown,26.200605,92.937574,,Bombing/Explosion,Transportation,Anti-Immigrant extremists,14,60
1983,Nicaragua,Chinandega,12.710919,-87.023859,,Bombing/Explosion,Military,Nicaraguan Democratic Force (FDN),108,68
1983,Nicaragua,Cardenas,11.197546,-85.51101,,Bombing/Explosion,Private Citizens & Property,Democratic Revolutionary Alliance (ARDE),8,20
1983,Lebanon,Beirut,33.888523,35.503513,,Bombing/Explosion,Private Citizens & Property,Unknown,16,100
1983,Israel,Jerusalem,31.771599,35.2034,,Bombing/Explosion,Transportation,Palestine Liberation Organization (PLO),5,42
1983,El Salvador,Jucuapa,13.516667,-88.383333,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),6,4
1983,Guatemala,La Libertad,16.783116,-90.116653,,Bombing/Explosion,Military,Unknown,30,14
1983,Guatemala,La Libertad,16.783116,-90.116653,,Bombing/Explosion,Military,Revolutionary Armed Forces (FAR),31,14
1983,United Kingdom,London,51.504387,-0.140041,,Bombing/Explosion,Business,Irish Republican Army (IRA),5,80
1983,Lebanon,Beirut,33.888523,35.503513,,Bombing/Explosion,Military,Black Hand,15,28
1983,Lebanon,Beirut,33.888523,35.503513,,Bombing/Explosion,Business,Black Hand,4,12
1984,Philippines,Ramain,7.972322,124.344864,,Unknown,Military,Moro National Liberation Front (MNLF),8,6
1984,El Salvador,Chalatenango,14.04111,-88.938568,,Bombing/Explosion,Military,Left-Wing Terrorists,7,15
1984,Mozambique,Unknown,,,,Bombing/Explosion,Transportation,Mozambique National Resistance Movement (MNR),6,11
1984,El Salvador,El Volcancillo,,,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),22,14
1984,Colombia,Araujo,2.577778,-75.830833,,Bombing/Explosion,Military,Revolutionary Armed Forces of Colombia (FARC),4,6
1984,Colombia,Abrego,8.083272,-73.224495,,Unknown,Government (General),Unknown,5,4
1984,Nicaragua,Ditina,,,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),28,18
1984,Colombia,Florencia,1.61456,-75.6053,,Bombing/Explosion,Government (General),M-19 (Movement of April 19),32,50
1984,Nicaragua,Valle de San Francisco,13.58333,-86.27607,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),21,5
1984,Colombia,Florencia,1.61456,-75.6053,,Armed Assault,Private Citizens & Property,M-19 (Movement of April 19),32,50
1984,India,Imphal,24.798346,93.94043,,Unknown,Military,People's Liberation Army (India),14,40
1984,Colombia,El Crucero,8.631197,-75.397337,,Armed Assault,Police,Popular Liberation Army (EPL),4,4
1984,El Salvador,Unknown,13.586201,-88.750773,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),29,7
1984,Nicaragua,Boca de Arenal,10.53013,-84.47956,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),21,15
1984,El Salvador,Ciudad Barrios,13.766667,-88.266667,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),60,50
1984,Philippines,Pulupandan,10.520803,122.801878,,Armed Assault,Government (General),Unknown,5,4
1984,Angola,Huambo,-12.765538,15.732861,,Bombing/Explosion,Private Citizens & Property,National Union for the Total Independence of Angola (UNITA),30,70
1984,El Salvador,San Felipe,13.6,-88.333333,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),38,15
1984,Mozambique,Unknown,-16.134693,33.638691,,Armed Assault,Private Citizens & Property,Unknown,37,19
1984,India,Firozpur,30.954424,74.612085,,Unknown,Police,Unknown,6,8
1984,El Salvador,El Transito,13.35,-88.35,,Bombing/Explosion,Transportation,Farabundo Marti National Liberation Front (FMLN),6,4
1984,Mexico,Trinitaria,16.782334,-93.106199,,Bombing/Explosion,Private Citizens & Property,Unknown,8,6
1984,Philippines,Candoni,9.816569,122.602103,,Unknown,Military,Communists,11,10
1984,Philippines,Zamboanga City,6.929089,122.07885,,Unknown,Business,New People's Army (NPA),8,4
1984,Peru,Unknown,,,,Armed Assault,Military,Shining Path (SL),4,6
1984,Peru,Palca,-17.777883,-69.959507,,Armed Assault,Private Citizens & Property,Shining Path (SL),21,45
1984,Peru,Pilcash,-8.770556,-78.123889,,Armed Assault,Private Citizens & Property,Shining Path (SL),35,25
1984,Peru,Huanacancha,-13.73107,-75.205423,,Bombing/Explosion,Private Citizens & Property,Shining Path (SL),15,6
1984,India,Moga,30.81646,75.171709,,Hijacking,Transportation,Sikh Extremists,4,10
1984,India,Dhariwal,31.958504,75.323245,,Armed Assault,Religious Figures/Institutions,Unknown,4,8
1984,Mozambique,Unknown,-26.458805,32.228849,,Armed Assault,Transportation,Mozambique National Resistance Movement (MNR),10,19
1984,Sri Lanka,Trincomalee,8.577826,81.218719,,Bombing/Explosion,Transportation,Tamils,18,73
1984,Peru,Huancasancos,-13.92,-74.333889,,Bombing/Explosion,Police,Shining Path (SL),16,28
1984,Peru,Chichuas,-15.534444,-72.945556,,Armed Assault,Private Citizens & Property,Shining Path (SL),27,7
1984,South Africa,Durban,-29.861824,31.008293,,Bombing/Explosion,Business,African National Congress (South Africa),5,27
1984,Nicaragua,El Cairo,11.06667,-85.1,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),21,16
1984,Colombia,Bogota,4.667128,-74.106056,,Armed Assault,Business,Popular Liberation Army (EPL),5,5
1984,Colombia,Buritica,6.719613,-75.907029,,Armed Assault,Terrorists/Non-State Militia,Popular Liberation Army (EPL),7,10
1984,Peru,Lima,-11.967368,-76.978462,,Unknown,Police,Shining Path (SL),22,15
1984,Pakistan,Peshawar,34.006004,71.53743,,Bombing/Explosion,Terrorists/Non-State Militia,Unknown,6,20
1984,Pakistan,Sadda,33.703938,70.328651,,Bombing/Explosion,Private Citizens & Property,Unknown,6,29
1984,Peru,Ayacucho,-13.152712,-74.218628,,Armed Assault,Police,Shining Path (SL),19,25
1984,Peru,Santa Rosa,-6.875968,-79.922097,,Armed Assault,Religious Figures/Institutions,Shining Path (SL),20,40
1984,El Salvador,San Pablo Tacachico,13.975556,-89.34,,Armed Assault,Police,Farabundo Marti National Liberation Front (FMLN),51,12
1984,Peru,Moncoya,,,,Armed Assault,Private Citizens & Property,Shining Path (SL),13,6
1984,India,Chennai,13.08268,80.270718,,Bombing/Explosion,Airports & Aircraft,Unknown,31,19
1984,Nicaragua,Matasanos,12.992574,-86.030252,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),9,18
1984,Colombia,Yumbo,3.583748,-76.495727,,Bombing/Explosion,Private Citizens & Property,Revolutionary Armed Forces of Colombia (FARC),17,22
1984,Peru,Huambo,-15.730446,-72.108012,,Unknown,Private Citizens & Property,Shining Path (SL),5,7
1984,El Salvador,Santiago de Maria,13.483333,-88.466667,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),12,20
1984,El Salvador,La Herradura,13.35,-88.95,,Unknown,Military,Farabundo Marti National Liberation Front (FMLN),5,25
1984,Colombia,Betoyes,6.49249,-71.55696,,Armed Assault,Police,National Liberation Army of Colombia (ELN),11,25
1984,Iran,Tehran,35.724533,51.40519,,Bombing/Explosion,Business,Arya,18,300
1984,Nicaragua,Loma Alfaro,,,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),4,9
1984,Peru,Pampacancha,-9.204422,-77.618887,,Armed Assault,Private Citizens & Property,Shining Path (SL),40,14
1984,Guatemala,Unknown,14.791907,-91.71342,,Unknown,Private Citizens & Property,Unknown,7,5
1984,Peru,Santa Rosa,-6.875968,-79.922097,,Armed Assault,Private Citizens & Property,Shining Path (SL),16,10
1984,Sri Lanka,Tikkam,9.820917,80.200042,,Bombing/Explosion,Police,Separatists,6,9
1984,El Salvador,Unknown,14.191665,-89.1706,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),28,50
1984,Peru,Pacocro,-12.983333,-74.183333,,Armed Assault,Private Citizens & Property,Shining Path (SL),17,9
1984,Sri Lanka,Colombo,6.941837,79.861687,,Armed Assault,Transportation,Unknown,16,5
1984,El Salvador,Huiliguiste,,,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),4,4
1984,Peru,San Pedro,,,,Unknown,Private Citizens & Property,Shining Path (SL),10,7
1984,Peru,Santa Rosa,-6.875968,-79.922097,,Armed Assault,Private Citizens & Property,Shining Path (SL),16,10
1984,Lebanon,Beirut,33.888523,35.503513,,Bombing/Explosion,Government (Diplomatic),Hezbollah,23,68
1984,Colombia,Gigante,2.38855,-75.546796,,Armed Assault,Military,M-19 (Movement of April 19),6,7
1984,Peru,Moro,-9.138803,-78.182895,,Armed Assault,Private Citizens & Property,Shining Path (SL),5,14
1984,Peru,Chimbote,-9.0634,-78.583605,,Bombing/Explosion,Private Citizens & Property,Shining Path (SL),4,40
1984,Nicaragua,San Rafael del Norte,13.217591,-86.109773,,Armed Assault,Business,Nicaraguan Democratic Force (FDN),12,5
1984,United Kingdom,Brighton,50.819522,-0.13642,,Assassination,Government (General),Irish Republican Army (IRA),4,34
1984,Ethiopia,Lalibela,12.030552,39.046849,,Hostage Taking (Barricade Incident),Private Citizens & Property,Tigray Peoples Liberation Front (TPLF),200,200
1984,El Salvador,Las Delicias,,,,Bombing/Explosion,Utilities,Unknown,43,38
1984,Nicaragua,Los Pavones,,,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),16,4
1984,Nicaragua,El Aceituno,,,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),23,18
1984,El Salvador,Unknown,13.6,-88.85,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),11,7
1984,El Salvador,Unknown,13.6,-88.85,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),4,12
1984,Chile,Valparaiso,-33.050125,-71.612251,,Bombing/Explosion,Police,Unknown,4,12
1984,Philippines,Lianga,8.633052,126.095835,,Bombing/Explosion,Military,Unknown,58,21
1984,Nicaragua,Cerro El Corozo,13.316667,-85.3,,Armed Assault,Military,Democratic Revolutionary Alliance (ARDE),111,19
1984,El Salvador,Gotera,13.7,-88.1,,Armed Assault,Telecommunication,Farabundo Marti National Liberation Front (FMLN),12,18
1984,Sri Lanka,Jaffna,9.666399,80.020477,,Bombing/Explosion,Military,Unknown,5,34
1984,El Salvador,Suchitoto,13.933732,-89.025836,,Armed Assault,Private Citizens & Property,Farabundo Marti National Liberation Front (FMLN),80,32
1984,Nicaragua,Diplina,,,,Armed Assault,Military,Nicaraguan Democratic Force (FDN),50,25
1984,Peru,Erapata,,,,Armed Assault,Military,Shining Path (SL),20,25
1984,Philippines,Bonbong,7.1075,125.9095,,Armed Assault,Military,New People's Army (NPA),8,12
1984,Sri Lanka,Welioya,8.964041,80.787941,,Bombing/Explosion,Police,Tamils,74,17
1984,Sri Lanka,Welioya,8.964041,80.787941,,Bombing/Explosion,Police,Tamils,74,17
1984,Philippines,Bayog,,,,Unknown,Military,New People's Army (NPA),33,40
1984,Nicaragua,San Juan del Norte,10.944955,-83.737732,,Armed Assault,Military,Democratic Revolutionary Alliance (ARDE),22,13
1984,El Salvador,El Paisnal,13.973611,-89.218611,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),9,6
1984,El Salvador,Guazapa,13.876944,-89.173556,,Armed Assault,Military,Farabundo Marti National Liberation Front (FMLN),7,4
1984,Nicaragua,Quebrada Honda,12.35967,-86.05037,,Armed Assault,Government (General),Nicaraguan Democratic Force (FDN),9,4
1984,Peru,Coballoyo,,,,Armed Assault,Terrorists/Non-State Militia,Shining Path (SL),20,15
1984,Sri Lanka,unknown,,,,Bombing/Explosion,Military,Tamils,43,8
1984,Italy,Florence,43.768732,11.256901,,Bombing/Explosion,Transportation,New Order,15,112
1984,Iran,Tehran,35.724533,51.40519,,Bombing/Explosion,Business,Mujahedin-e Khalq (MEK),6,50
